user_id,item_id,rating,timestamp
132,546,0.2256049946048986,0
439,388,0.20863462876418215,1
277,657,0.13883222579840854,2
483,477,0.38655802875976614,3
390,691,0.3793032645845615,4
345,211,0.10866541096683072,5
44,703,0.17728693774336513,6
361,582,0.2659725590396443,7
172,258,0.24795501351088026,8
349,667,0.1380324631678328,9
455,442,0.35305438554040625,10
290,996,0.08177953923480766,11
434,356,0.2268815681642787,12
410,284,0.46939288829986464,13
185,736,0.22471072595899452,14
94,535,0.39304650611469455,15
317,150,0.09616087796395315,16
0,474,0.03831226413831449,17
498,953,0.38483395216249305,18
446,183,0.2857181065329883,19
26,913,0.10953237064439142,20
14,168,0.06345544103509594,21
296,873,0.10988503668351532,22
158,420,0.23086309077909536,23
63,316,0.29708842016894094,24
22,46,0.09336638964349482,25
468,805,0.1696495445706575,26
371,719,0.25201031975990296,27
68,718,0.349797153667428,28
498,882,0.40608955695990434,29
411,217,0.2936611236891465,30
400,903,0.36462057941486475,31
37,41,0.2008646547322307,32
12,391,0.019207857163173792,33
177,74,0.3292365168947777,34
127,405,0.22642229720797225,35
112,636,0.23526929967187785,36
152,495,0.16672142948716845,37
357,999,0.21836711832723632,38
334,486,0.04510581179252183,39
106,429,0.35707638878009285,40
496,947,0.1665901828933849,41
243,991,0.36229010395824646,42
166,866,0.34660654274736646,43
342,409,0.13254074555085749,44
443,82,0.31576438954690833,45
484,766,0.09079296216006978,46
113,371,0.4483214765248478,47
126,501,0.3975166394126135,48
451,858,0.39879039706428787,49
121,573,0.28344686306926026,50
357,446,0.2344103408713643,51
123,505,0.2115025066502666,52
447,582,0.11422700429230849,53
266,421,0.2816036011256118,54
246,278,0.405512993244726,55
471,555,0.12116441262059474,56
143,78,0.1817762271856709,57
231,632,0.340404996757414,58
101,195,0.4778333440661434,59
109,746,0.2758604561581025,60
146,991,0.07119359475267731,61
72,130,0.287019195019809,62
138,3,0.2931922184524375,63
259,674,0.33470942517231506,64
0,614,0.08728463652277982,65
382,205,0.4563280761141824,66
454,637,0.24664719145091257,67
456,411,0.06500287022047006,68
72,52,0.39346536087191863,69
470,62,0.009249873635812766,70
305,910,0.07266118098866176,71
404,147,0.3624523024314572,72
201,269,0.2944093345233332,73
335,767,0.11878649273522951,74
129,297,0.25795431200120483,75
169,418,0.19106083017252984,76
250,727,0.32158046218558023,77
72,68,0.3919779188151468,78
398,957,0.4474949186547731,79
479,539,0.19562914524095132,80
290,312,0.0909544907229888,81
290,982,0.13411241998290965,82
438,190,0.47362114907274916,83
391,311,0.4472276774570917,84
301,345,0.07568068271706908,85
267,70,0.19097703960728463,86
73,500,0.33504304761343034,87
122,626,0.18961250527851325,88
494,224,0.3515173330816056,89
39,903,0.1532994812329333,90
240,872,0.39676355929799056,91
250,108,0.31921246172744916,92
102,890,0.31180085083718856,93
169,231,0.2545184408479976,94
207,367,0.3186717904562343,95
190,391,0.2600113232061696,96
72,396,0.4301587113581684,97
23,891,0.11106348732450325,98
299,881,0.08853353588123566,99
298,995,0.10212058148415241,100
176,588,0.16461312432871983,101
